Algorithm,Baseline,originalTitle,originalCategory,Language_50,Reference_50,Religion_50,Science_50,Arts_50,Entertainment_50,Business_50,Society_50,Life_50,People_50,Universe_50,Nature_50,Concepts_50,History_50,Technology_50,Culture_50,Mathematics_50,Sports_50,Politics_50,Geography_50,Humanities_50,World_50,Education_50,Philosophy_50,Law_50,Events_50,Health_50
LSI,RandomBaseline03,Barbados Bar Association,Law_50,0.08788513,0.17957635,0.052974127,0.06464484,0.059747986,0.16435006,0.22831246,0.039733183,0.28732455,0.23667634,0.051793158,0.06367131,0.2138317,0.39809754,0.039568573,0.0003348291,0.730455,0.0387865,0.10628761,0.22024345,0.15333171,0.12944521,0.3049088,0.50277627,0.04217318,0.20887256,0.056311704
LSI,RandomBaseline03,Bonus clause,Law_50,0.104461,0.02142268,0.07051167,0.17112187,0.11277322,0.08020474,0.17661703,0.9818417,0.14017819,0.07409093,0.028995931,0.08923225,0.10188161,0.075840145,0.06698557,0.037998468,0.23550108,0.04263547,0.10640238,0.09016833,0.078192145,0.18781339,0.1689599,0.07486351,0.10381424,0.11858715,0.13908699
LSI,RandomBaseline03,CaseMap,Law_50,0.27872062,0.16206521,0.19761643,0.6217817,0.36499625,0.20716512,0.23695624,0.76373863,0.32711577,0.27557158,0.22101635,0.18587604,0.3441428,0.23392302,0.1775278,0.19883382,0.31478524,0.09999798,0.2852525,0.21785219,0.28352782,0.36954698,0.3968934,0.16628984,0.11271233,0.28054422,0.51537466
LSI,RandomBaseline03,Casebook,Law_50,0.26744327,0.057777736,0.1378353,0.26143035,0.15633367,0.26431036,0.2865851,0.23172861,0.3246599,0.27151597,0.29348683,0.11438973,0.3144105,0.22430417,0.12202664,0.22754659,0.55094767,0.17632033,0.34483075,0.8824367,0.20508048,0.3915097,0.4716826,0.21212012,0.10920558,0.3045948,0.21952206
LSI,RandomBaseline03,Collegatary,Law_50,0.20542154,0.015961643,0.064502634,0.18970299,0.0600062,0.08515832,0.19283016,0.04261652,0.44394857,0.5328166,0.6677187,0.06794304,0.32833672,0.387428,0.20483395,0.15108825,0.25350738,0.04663874,0.17741181,0.13467482,0.1549879,0.2504476,0.18521498,0.07259311,0.07738958,0.21566,0.04954174
LSI,RandomBaseline03,Common scold,Law_50,0.22771917,0.0904402,0.25831738,0.23853773,0.12066391,0.17689778,0.19592758,0.09535298,0.39198327,0.26875734,0.7637751,0.11655146,0.14732891,0.23759046,0.22765037,0.87567765,0.5390061,0.08957417,0.5328146,0.15371034,0.18352391,0.35252827,0.38700113,0.10013905,0.14099047,0.3232537,0.20582938
LSI,RandomBaseline03,Constitutional dictatorship,Law_50,0.23956284,0.043834038,0.15134521,0.26384807,0.13575065,0.1673486,0.22982506,0.5058394,0.38530472,0.4280639,0.21036984,0.12417582,0.23882201,0.38623282,0.12738495,0.1814441,0.7827281,0.13595212,0.35540244,0.22131607,0.2067973,0.3604872,0.7228228,0.11216189,0.122763276,0.66190845,0.15838417
LSI,RandomBaseline03,Countersign (legal),Law_50,0.19867098,0.04475859,0.1858579,0.31004938,0.2545398,0.21359614,0.30475894,0.80802494,0.30396473,0.23535594,0.2578226,0.13044052,0.19230568,0.18177593,0.15098822,0.1429343,0.49064338,0.1787765,0.39300385,0.14546739,0.14094806,0.32676932,0.4566349,0.12744747,0.12931097,0.54510057,0.53267366
LSI,RandomBaseline03,Disbarment,Law_50,0.12745973,0.048595756,0.08688476,0.14024153,0.09867495,0.1617172,0.19506708,0.26139092,0.33809334,0.25873637,0.17763068,0.09282315,0.19052155,0.20929207,0.08133073,0.095693335,0.9629141,0.13199158,0.2906801,0.22397362,0.13124667,0.33751285,0.53517467,0.14672637,0.12160826,0.403334,0.11463305
LSI,RandomBaseline03,Doctrines of civil procedure,Law_50,0.16345301,0.02855369,0.1252535,0.17068762,0.12871431,0.2401562,0.22334808,0.4881026,0.42269185,0.33578792,0.28209522,0.13464575,0.21118897,0.26554114,0.100768805,0.10150033,0.8301696,0.20842268,0.27488986,0.20687449,0.13413268,0.23759823,0.67753154,0.12464318,0.11992088,0.40024132,0.19224712
LSI,RandomBaseline03,Duty to settle,Law_50,0.30190015,0.08224514,0.21277547,0.31651995,0.15694778,0.16210802,0.20771976,0.28480062,0.7088027,0.45548356,0.19100535,0.29544634,0.24268785,0.6140238,0.15027894,0.17735697,0.6315379,0.08061515,0.48995155,0.24856883,0.38850784,0.42091998,0.4191775,0.17844467,0.19731808,0.49464214,0.18616052
LSI,RandomBaseline03,Elements of the Philosophy of Right,Law_50,0.4599358,0.09168576,0.30063742,0.4136069,0.17961667,0.28509784,0.3022066,0.42361683,0.37837237,0.6969568,0.28231907,0.25348386,0.33592206,0.7815021,0.25274447,0.1897391,0.53144276,0.23447888,0.27451417,0.22210419,0.660932,0.4237858,0.36432415,0.23609924,0.13388337,0.47854325,0.24473721
LSI,RandomBaseline03,Entitlement,Law_50,0.48792168,0.10203292,0.24575552,0.40619862,0.1904494,0.28016856,0.28890592,0.35901988,0.45629048,0.67375803,0.44763434,0.2554416,0.5668462,0.47906873,0.27572334,0.28040028,0.53230363,0.11414388,0.54810196,0.38533613,0.45332786,0.6094544,0.57322454,0.21241395,0.15705952,0.3461609,0.3003708
LSI,RandomBaseline03,Excusable negligence,Law_50,0.113297485,0.023118746,0.12149897,0.11232109,0.086846076,0.13173139,0.13731073,0.18060121,0.31002074,0.38841933,0.18069601,0.07991051,0.1734613,0.16128406,0.10482605,0.041815728,0.7235123,0.13527706,0.29196423,0.15258373,0.11468298,0.31488246,0.6988929,0.11691448,0.09519602,0.79236186,0.11502138
LSI,RandomBaseline03,Freedom of information,Law_50,0.32779455,0.059214838,0.14179385,0.3717555,0.17562023,0.29767087,0.2597674,0.2129928,0.3974972,0.8452395,0.26223826,0.16507204,0.24527532,0.61943394,0.17700087,0.12708539,0.68400174,0.1933549,0.36021894,0.21635705,0.45060483,0.43334505,0.5207492,0.16050008,0.14423764,0.49264708,0.24785167
LSI,RandomBaseline03,Fundamental rights,Law_50,0.1762642,0.041461572,0.14817704,0.2451245,0.1100225,0.16084732,0.18425167,0.19820023,0.3073251,0.59173405,0.35266146,0.11199047,0.1485376,0.28997898,0.10685636,0.12776878,0.83733666,0.120845556,0.52124584,0.20139676,0.23964699,0.33838162,0.65468097,0.10667981,0.1464033,0.44300717,0.13733545
LSI,RandomBaseline03,Habeas corpus,Law_50,0.17132224,0.028858557,0.08548923,0.2186335,0.09913649,0.16192505,0.18530385,0.16133496,0.37816218,0.37153155,0.35788938,0.08731231,0.22529389,0.253237,0.12665755,0.11351612,0.84289354,0.13882914,0.3539899,0.30842268,0.16624221,0.27270943,0.7544447,0.08746335,0.121435635,0.5800078,0.1262034
LSI,RandomBaseline03,Johann Jakob Moser,Law_50,0.35416815,0.060722888,0.18714464,0.35094956,0.17382362,0.25157213,0.30466336,0.2588478,0.40643293,0.4230745,0.67331994,0.17733538,0.30337855,0.53063387,0.1645768,0.40710208,0.6300287,0.13881135,0.55709237,0.41198188,0.31236902,0.42063707,0.668511,0.17768472,0.14994536,0.5875814,0.20979656
LSI,RandomBaseline03,Jurisprudence,Law_50,0.44680104,0.067190945,0.27045804,0.3847819,0.17456004,0.30167297,0.31243637,0.30800852,0.37233898,0.54553235,0.28850958,0.22417057,0.36576152,0.5127987,0.2071729,0.24253337,0.5649777,0.11556081,0.3130514,0.4901226,0.8116881,0.52908945,0.40963674,0.21933776,0.12983973,0.4095044,0.2392917
LSI,RandomBaseline03,Law school of Beirut,Law_50,0.19896433,0.02079393,0.08413517,0.14444958,0.07837248,0.13566622,0.12085837,0.08979059,0.18876077,0.21183054,0.16495273,0.059627965,0.27038887,0.20210654,0.053981006,0.13261439,0.26708636,0.049013488,0.22598538,0.99200594,0.11745606,0.27517968,0.18404114,0.11370322,0.05809804,0.16863479,0.11004648
LSI,RandomBaseline03,Lawmaking,Law_50,0.1874775,0.07876061,0.14130417,0.19238164,0.13648969,0.14428844,0.18976305,0.26920462,0.28025544,0.85666883,0.14346826,0.20475426,0.18921013,0.74658823,0.10995624,0.12774257,0.5412923,0.13262095,0.3160407,0.22017764,0.2589516,0.26025626,0.37983778,0.150513,0.107622884,0.45191672,0.19813678
LSI,RandomBaseline03,Lawtel,Law_50,0.13935159,0.029487757,0.0940918,0.15875432,0.114814326,0.15829548,0.17963961,0.3042189,0.400867,0.28117594,0.22440808,0.07418661,0.19744222,0.18481979,0.14251328,0.118510455,0.8945769,0.44634026,0.2789601,0.1332846,0.11875948,0.24995704,0.5945353,0.07647144,0.102598146,0.40442052,0.1697262
LSI,RandomBaseline03,Legal systems in Asia,Law_50,0.31431633,0.04804112,0.10327034,0.71143836,0.10928534,0.25712186,0.21292925,0.24127756,0.31929412,0.24137895,0.1227819,0.10216964,0.24562831,0.19191258,0.07332277,0.12578535,0.28282034,0.13085182,0.27087495,0.6290875,0.14383009,0.5249352,0.4332937,0.1251243,0.100858346,0.23981416,0.14605536
LSI,RandomBaseline03,Libertarian anarchism,Law_50,0.04721807,0.011839598,0.030873574,0.04191969,0.020510934,0.030185424,0.031280167,0.013433389,0.048046164,0.10427162,0.014456071,0.03705504,0.029664963,0.0762498,0.019737624,0.0030858516693115234,0.71633613,0.010727972,0.004131496,0.005455494,0.51532066,0.05717873,0.029970475,0.028246768,0.014287382,0.09523369,0.018797973
LSI,RandomBaseline03,Libertarian conservatism,Law_50,0.23823218,0.05084545,0.1265744,0.33155197,0.13377115,0.17660153,0.23236287,0.38965622,0.24423328,0.7862668,0.14947054,0.1362251,0.14758146,0.82036704,0.12945801,0.09330328,0.46843517,0.16655192,0.24954386,0.12735438,0.30453333,0.27682862,0.33711764,0.15646559,0.11555883,0.3726551,0.1520102
LSI,RandomBaseline03,List of University of Oxford people in the law,Law_50,0.2108745,0.034709044,0.06576742,0.2135856,0.11730845,0.14511727,0.15827873,0.21202268,0.32020146,0.27043694,0.44759318,0.10074276,0.15985051,0.21307614,0.11578864,0.11434223,0.85379684,0.12343657,0.25921702,0.23997119,0.119088024,0.33059654,0.62452894,0.16416925,0.11617324,0.4259011,0.15614058
LSI,RandomBaseline03,List of legal terms,Law_50,0.1551501,0.041015327,0.09092927,0.13708867,0.15331398,0.17560609,0.19365585,0.2445506,0.55806863,0.16218314,0.09643251,0.13048612,0.18537372,0.22821738,0.43567073,0.03855245,0.7101133,0.12361649,0.09307651,0.082588285,0.29775813,0.1983735,0.18036023,0.28592816,0.07374145,0.3231656,0.35437936
LSI,RandomBaseline03,Nominate reports,Law_50,0.11430873,0.012900382,0.080182336,0.13223511,0.104851544,0.11621049,0.16343027,0.16404754,0.30720904,0.18062168,0.25343722,0.073318265,0.08816165,0.12737729,0.11534201,0.100776985,0.7183407,0.36662066,0.30025965,0.2130304,0.09432574,0.25061622,0.8452221,0.074678026,0.08674148,0.46101853,0.11938086
LSI,RandomBaseline03,Outline of intellectual property,Law_50,0.10062173,0.020443814,0.048705466,0.17891943,0.06279403,0.09356509,0.12956522,0.1937246,0.12702727,0.24222559,0.12307286,0.04494521,0.077418104,0.12691055,0.049224496,0.033340454,0.9226427,0.034852505,0.096739724,0.043147966,0.09958503,0.1684125,0.19150785,0.060407124,0.06776093,0.21942793,0.0754178
LSI,RandomBaseline03,Pandectists,Law_50,0.30619782,0.03196721,0.1450024,0.30345586,0.11104516,0.2345905,0.6568358,0.20947368,0.30973253,0.39937204,0.20821735,0.112271346,0.28913838,0.29855826,0.12218106,0.0794325,0.7311837,0.115069345,0.21806416,0.13977678,0.44570264,0.2982708,0.5691825,0.21653858,0.09824883,0.4280942,0.15751384
LSI,RandomBaseline03,Philip Morris v. Uruguay,Law_50,0.18569797,0.0371325,0.10803192,0.27899402,0.17597547,0.18071789,0.2760712,0.5737261,0.42863992,0.26072595,0.25182992,0.12071751,0.22680478,0.18571815,0.11566383,0.18344155,0.63718003,0.1810697,0.69311804,0.2852551,0.20575085,0.3018557,0.76730573,0.11524922,0.202225,0.43138176,0.17613582
LSI,RandomBaseline03,Philosophy of law,Law_50,0.3185286,0.050208066,0.2622766,0.27409285,0.1469106,0.19109538,0.21061747,0.4415867,0.28423005,0.40858915,0.18858525,0.16452834,0.33305135,0.37038895,0.14500582,0.18845253,0.38228723,0.09234682,0.21020809,0.5850756,0.7756532,0.45227978,0.1977975,0.1849339,0.09347942,0.24281107,0.21447586
LSI,RandomBaseline03,Plain language,Law_50,0.4563215,0.09584685,0.20160054,0.50715184,0.2973152,0.3927137,0.33965105,0.41389692,0.48185843,0.44065654,0.38421968,0.21586412,0.4439746,0.3816134,0.22703378,0.3672935,0.59981126,0.1865221,0.55844444,0.60794365,0.39331698,0.5500513,0.5777068,0.25154263,0.17345947,0.42383608,0.52234006
LSI,RandomBaseline03,Proximity of blood,Law_50,0.22218111,0.022726193,0.082809895,0.21248393,0.12696688,0.10996429,0.16411524,0.5151006,0.13982463,0.2416853,0.26976952,0.07843287,0.11685786,0.33104834,0.09301187,0.1636421,0.18525925,0.02332643,0.7819316,0.11872981,0.1718278,0.1569109,0.19156288,0.124521166,0.098145634,0.239934,0.111414164
LSI,RandomBaseline03,Public interest,Law_50,0.2287937,0.052477088,0.17925009,0.31094807,0.12893184,0.14893606,0.19517827,0.17331816,0.3090778,0.3684104,0.39737782,0.15133609,0.26704472,0.23082145,0.1580719,0.4036733,0.81860566,0.15922286,0.41996983,0.3309316,0.29804125,0.7328087,0.43356845,0.13574564,0.10313996,0.37832797,0.17671198
LSI,RandomBaseline03,Purposive approach,Law_50,0.24674344,0.042684406,0.14896038,0.2788587,0.12272951,0.1977117,0.20734182,0.20937502,0.38970232,0.40427876,0.28841317,0.107938446,0.24182914,0.32542592,0.1309466,0.114393055,0.88773954,0.1589869,0.3667199,0.26280633,0.331179,0.3106916,0.73757625,0.159933,0.14030845,0.48189446,0.18240781
LSI,RandomBaseline03,Roerich Pact,Law_50,0.6622765,0.06403051,0.16615666,0.8234768,0.17191613,0.6816039,0.33724436,0.20062359,0.3351085,0.38682064,0.3201777,0.1606313,0.24102205,0.40032205,0.18797703,0.29237586,0.43224326,0.1619231,0.35618725,0.16828121,0.41746107,0.5835501,0.5354416,0.15410325,0.13073981,0.4320987,0.2642736
LSI,RandomBaseline03,Royal prerogative,Law_50,0.20261712,0.03945566,0.103922315,0.24248108,0.14221872,0.18820038,0.19620839,0.21735515,0.38907447,0.29389614,0.47780934,0.13422011,0.16560382,0.24239519,0.11684856,0.18978336,0.8302506,0.21109137,0.42833784,0.18138944,0.18432207,0.30710065,0.6945887,0.11427264,0.13805562,0.69758606,0.16854812
LSI,RandomBaseline03,Same-sex union court cases,Law_50,0.11790055,0.02210123,0.057194933,0.18709373,0.091394335,0.11297926,0.15289906,0.15184231,0.32118142,0.34541905,0.35069773,0.067131,0.10065541,0.1740853,0.093811706,0.14234649,0.8219621,0.16820526,0.38870913,0.13600576,0.117595136,0.28437984,0.799567,0.06266104,0.13420308,0.51536125,0.099562466
LSI,RandomBaseline03,Separation of powers in the United Kingdom,Law_50,0.22378492,0.051113203,0.1308976,0.28863138,0.16025175,0.20993952,0.2151894,0.304144,0.42102727,0.3495037,0.35605925,0.14889976,0.19221589,0.24768275,0.12529063,0.17991862,0.8416119,0.22388645,0.5196719,0.2546587,0.23719041,0.34418863,0.7956921,0.1422409,0.14958465,0.6015693,0.18252355
LSI,RandomBaseline03,Session laws,Law_50,0.2624834,0.030796114,0.07485009,0.36016753,0.09095056,0.40132508,0.15573029,0.06445484,0.35235307,0.21260408,0.1728274,0.0911891,0.16356327,0.19277065,0.06803577,0.048131257,0.73818964,0.124181785,0.22990087,0.48529136,0.4027483,0.40137386,0.35202876,0.10823061,0.15561464,0.64741296,0.10091364
LSI,RandomBaseline03,Software patent debate,Law_50,0.07005827,0.020351179,0.23580544,0.092806555,0.0516769,0.077053875,0.073592976,0.090429105,0.12723096,0.13029116,0.07296267,0.045615282,0.065130085,0.08644194,0.030905142,0.03009504,0.899712,0.046013676,0.093312606,0.084546246,0.08011936,0.10374123,0.19489372,0.057428967,0.042690456,0.18817914,0.059719227
LSI,RandomBaseline03,Tiao-kuai,Law_50,0.26678944,0.05920914,0.33318293,0.46428695,0.2097809,0.21173334,0.2282187,0.3930769,0.43717948,0.27530462,0.31085274,0.17157027,0.19900635,0.20292127,0.14056414,0.31720877,0.6890732,0.32328153,0.61833274,0.23879482,0.19923142,0.37296233,0.7612371,0.13628536,0.17084225,0.61377716,0.23525612
LSI,RandomBaseline03,Tribal chief,Law_50,0.2929755,0.0787057,0.14245099,0.40273872,0.16494864,0.21739611,0.28211597,0.25078723,0.41300285,0.4010828,0.62868804,0.16067263,0.17800835,0.38306755,0.18629463,0.4505321,0.6369985,0.1856522,0.52261007,0.15474191,0.2563866,0.45404714,0.8001181,0.11312413,0.1809374,0.6007218,0.20627269
LSI,RandomBaseline03,United States Constitution and worldwide influence,Law_50,0.26716244,0.050593592,0.12193023,0.34289873,0.14748096,0.20892356,0.22397603,0.17312029,0.3311335,0.34543955,0.71022296,0.13390878,0.177907,0.25504035,0.2369419,0.80663705,0.5990959,0.13537914,0.7368437,0.1524122,0.23553911,0.37033883,0.5762329,0.14392146,0.12990731,0.426516,0.16206369
LSI,RandomBaseline03,Women's empowerment,Law_50,0.1550082,0.035788983,0.052469015,0.15858577,0.06629503,0.07754651,0.121027716,0.09209992,0.1801069,0.15084137,0.74826,0.07300301,0.091030255,0.12034796,0.19882354,0.98998815,0.20073715,0.038654417,0.5199765,0.09127185,0.108808585,0.2632211,0.22199184,0.056632973,0.064699605,0.13405918,0.08257677
LSI,RandomBaseline03,AIDSRide,Events_50,0.22221078,0.046316683,0.18450618,0.27353343,0.18383774,0.19041853,0.3329935,0.44657588,0.4640711,0.43015847,0.30771533,0.13391769,0.17496958,0.3152369,0.27747634,0.32557586,0.6831609,0.16542634,0.5954424,0.18494548,0.2454905,0.32647642,0.8571367,0.11599334,0.15376344,0.39737818,0.17505427
LSI,RandomBaseline03,Abu Salim prison,Events_50,0.19549245,0.046888992,0.08845662,0.2378361,0.15316252,0.14078292,0.1955119,0.14599961,0.3874768,0.3823288,0.52492696,0.19695911,0.14835675,0.26154357,0.12329881,0.20231026,0.77948415,0.26522362,0.36815977,0.19611216,0.1809611,0.3444093,0.55665624,0.09152198,0.1468401,0.759676,0.12816924
LSI,RandomBaseline03,Alternate ending,Events_50,0.31106132,0.06978147,0.15396068,0.24032773,0.20649889,0.2980752,0.7097237,0.27501604,0.29215676,0.3976891,0.10418652,0.16425768,0.42165816,0.20558748,0.7277771,0.12518206,0.19617632,0.2433034,0.1580351,0.085505866,0.24442248,0.2595755,0.17292735,0.13556457,0.24700822,0.15979941,0.17943905
LSI,RandomBaseline03,Anthrax hoaxes,Events_50,0.17476833,0.024754087,0.10919546,0.14020152,0.088286534,0.1211729,0.16844343,0.11491243,0.4158465,0.18202579,0.18653184,0.06607862,0.11525467,0.21043447,0.12329582,0.14396246,0.3867783,0.8602928,0.42435664,0.10492897,0.089201495,0.16102025,0.48490632,0.06415262,0.084637634,0.40798151,0.091462255
LSI,RandomBaseline03,Carbon monoxide poisoning,Events_50,0.16207534,0.8134265,0.122725695,0.24104603,0.10212026,0.12181153,0.15679136,0.14845103,0.24523684,0.3756339,0.32981586,0.42753473,0.13458635,0.20975366,0.14288542,0.48987383,0.27996346,0.10935688,0.49860597,0.13372967,0.18037136,0.21951419,0.273385,0.107709825,0.10191682,0.19770451,0.21811527
LSI,RandomBaseline03,David Monn,Events_50,0.8267918,0.04230474,0.113484725,0.75190777,0.14985287,0.8873845,0.37741223,0.23869231,0.30825445,0.30773532,0.18371218,0.1035869,0.20683268,0.23753276,0.1241979,0.17596282,0.2744175,0.1529618,0.20923708,0.3169906,0.37267083,0.39871582,0.202384,0.1357986,0.13786992,0.19512813,0.23568934
LSI,RandomBaseline03,Disaster area,Events_50,0.24090311,0.48553205,0.13782969,0.33312777,0.15243594,0.21985212,0.25849062,0.16807988,0.36137938,0.41448686,0.26031885,0.3950415,0.18475406,0.35630944,0.18464711,0.312482,0.50128216,0.17358083,0.7383067,0.18044287,0.23204342,0.33475852,0.6275097,0.1428354,0.15459152,0.46181798,0.35532534
LSI,RandomBaseline03,EgyptAir Flight 648,Events_50,0.1915111,0.072500415,0.15954432,0.24312013,0.23205899,0.18289147,0.27322158,0.17233233,0.3595776,0.2984036,0.41123238,0.17438471,0.16571982,0.2252943,0.24368525,0.33855718,0.42119533,0.8276383,0.34119225,0.111562,0.15495545,0.36390144,0.45186928,0.1725373,0.1673392,0.46279767,0.31642115
LSI,RandomBaseline03,Event,Events_50,0.34433192,0.055904374,0.1346288,0.20925042,0.071606055,0.22660588,0.24705498,0.027056813,0.2880998,0.77892846,0.05362095,0.13178466,0.11294109,0.7160279,0.10489049,0.0009264946,0.19632947,0.44842416,0.109803915,0.14690603,0.31624377,0.14978793,0.2146033,0.083635494,0.23864858,0.19877134,0.08050829
LSI,RandomBaseline03,Foreign body aspiration,Events_50,0.28745392,0.12527058,0.16776839,0.20634192,0.15620747,0.17012487,0.2692913,0.052901335,0.29819447,0.60397774,0.4407738,0.18290167,0.4783713,0.248186,0.47588062,0.2596318,0.26268333,0.06422208,0.531328,0.5462787,0.25577107,0.4363571,0.26958004,0.116116814,0.18327497,0.21133058,0.3124768
LSI,RandomBaseline03,Geohazard,Events_50,0.2192593,0.25783166,0.15583564,0.35056666,0.14551066,0.18399103,0.2192931,0.29458624,0.3217336,0.605664,0.12842882,0.541216,0.41274396,0.47259498,0.23843873,0.112218946,0.36650807,0.1299107,0.580178,0.11391654,0.28631863,0.34263936,0.6062671,0.18843693,0.15308616,0.32590756,0.37059563
LSI,RandomBaseline03,Golden Checkerboard,Events_50,0.31072944,0.080558,0.14898282,0.52855754,0.18515006,0.25889328,0.3337454,0.32945716,0.38314897,0.37816527,0.26197255,0.1776561,0.2511261,0.3205184,0.1372968,0.16176446,0.8725176,0.24662268,0.4319573,0.25804517,0.28901157,0.48362508,0.57845646,0.14151293,0.17660907,0.55079514,0.3598625
LSI,RandomBaseline03,Human response to disasters,Events_50,0.82002056,0.056662954,0.11387026,0.32408446,0.12238868,0.33685866,0.25868142,0.19407138,0.37049586,0.31804633,0.15407094,0.12949032,0.2022982,0.35313836,0.16482313,0.13379654,0.37668997,0.24147516,0.2662676,0.15791868,0.24344234,0.30065462,0.48601648,0.09878633,0.12376703,0.30372941,0.16887504
LSI,RandomBaseline03,International crisis,Events_50,0.28368795,0.10819732,0.4175122,0.33884326,0.24845532,0.23607337,0.28255123,0.38113645,0.51849943,0.6266472,0.22967191,0.36710548,0.40759206,0.41672623,0.19249198,0.2374216,0.48381352,0.30220523,0.4755292,0.25460735,0.55725074,0.44594082,0.4675188,0.5822198,0.14385495,0.39104307,0.45800284
LSI,RandomBaseline03,Jennifer Gilbert,Events_50,0.33243093,0.06948531,0.11738857,0.3115093,0.157947,0.30221456,0.34921888,0.31384444,0.4147223,0.41324142,0.7978647,0.14856383,0.25218287,0.29369983,0.20345944,0.7815324,0.3993013,0.23655312,0.7352738,0.1930247,0.2526125,0.37292066,0.3332683,0.11628458,0.15490386,0.2738533,0.17782003
LSI,RandomBaseline03,Killing of José Rodríguez,Events_50,0.19408186,0.08526718,0.11774349,0.24127354,0.15155384,0.28237003,0.26024675,0.38045987,0.37947226,0.38121858,0.34836316,0.1548076,0.19510534,0.32464802,0.21336168,0.26343626,0.5650567,0.4691862,0.36127445,0.067346275,0.21882023,0.34447873,0.67784387,0.14261983,0.22706193,0.7553899,0.31095788
LSI,RandomBaseline03,Latent human error,Events_50,0.10685639,0.060341395,0.15544187,0.17829916,0.28500473,0.06843749,0.12057291,0.29992104,0.23045187,0.17392969,0.07700669,0.146541,0.34846634,0.108602494,0.05900178,0.09123883,0.18887007,0.07817292,0.25372735,0.09390901,0.27557495,0.19939604,0.30360103,0.113797225,0.055855673,0.18241116,0.9190762
LSI,RandomBaseline03,"Led Zeppelin – The 1980s, Part One",Events_50,0.3423838,0.5272882,0.13624437,0.3163272,0.18251646,0.2722051,0.47456512,0.2137872,0.33154678,0.52177304,0.24254538,0.4189028,0.1953903,0.36572507,0.2496304,0.21985513,0.3477897,0.4215901,0.25909922,0.19285314,0.31293848,0.56133074,0.45239395,0.14427859,0.336226,0.3240173,0.4024225
LSI,RandomBaseline03,Let's Do It! World,Events_50,0.3698349,0.15717536,0.1896412,0.42854464,0.20066796,0.33341673,0.35085106,0.3235964,0.47501352,0.66806763,0.4244989,0.37167394,0.34156284,0.5910812,0.3050818,0.5502311,0.5858216,0.27170572,0.40455937,0.23836012,0.45879465,0.52448463,0.54670537,0.31168148,0.16151184,0.5157577,0.3602596
LSI,RandomBaseline03,List of ICON science fiction conventions,Events_50,0.4713884,0.059055254,0.259881,0.27082232,0.18564488,0.4003285,0.4076429,0.3402712,0.30067328,0.2999524,0.33850092,0.26253194,0.40632585,0.32958272,0.37575924,0.2975933,0.6404836,0.18710051,0.18926686,0.063282646,0.5985414,0.39113313,0.39440095,0.15925074,0.11000665,0.3004096,0.3913023
LSI,RandomBaseline03,List of Renaissance fairs,Events_50,0.2929172,0.07836048,0.12205747,0.3119114,0.19996987,0.19948265,0.33606988,0.12345754,0.45306015,0.60109425,0.19113463,0.20882651,0.25562355,0.502928,0.16740945,0.044721723,0.517721,0.35508132,0.37190664,0.19910365,0.2733108,0.3270764,0.65140826,0.4244934,0.29264957,0.5987618,0.30564123
LSI,RandomBaseline03,List of fan conventions by date of founding,Events_50,0.42709345,0.043769076,0.22161885,0.45904666,0.1371446,0.32764164,0.5107349,0.094723746,0.35491902,0.242772,0.19128774,0.1733823,0.5998862,0.20245044,0.4904106,0.18413761,0.39192355,0.38689446,0.22764187,0.047124967,0.3988692,0.37249392,0.33036268,0.1373149,0.3555063,0.28570864,0.30690068
LSI,RandomBaseline03,List of helicopter prison escapes,Events_50,0.20082717,0.030376665,0.095981896,0.13299096,0.16770203,0.13888596,0.22856367,0.07720373,0.38715896,0.28341275,0.6945869,0.112556785,0.17832953,0.27253485,0.1500223,0.2316897,0.54163104,0.1957544,0.3213372,0.30192882,0.13359165,0.2345038,0.3233206,0.080701664,0.16111404,0.68409616,0.11375375
LSI,RandomBaseline03,List of hoaxes,Events_50,0.0800295,0.03747257,0.06358776,0.12723339,0.108068064,0.053396657,0.17123263,0.17755362,0.20170882,0.16839038,0.13106039,0.10160824,0.146348,0.15855129,0.08576313,0.10207653,0.8813511,0.38128012,0.09538162,0.096216604,0.10933815,0.18686026,0.123518765,0.12178942,0.05714955,0.22787762,0.1791289
LSI,RandomBaseline03,List of past Minicons,Events_50,0.20458062,0.091795355,0.07314214,0.34892443,0.29237026,0.13434114,0.7444066,0.17511466,0.35386217,0.18612587,0.20646325,0.2362532,0.19332212,0.19782998,0.11320357,0.045731023,0.31627733,0.16932541,0.13504297,0.21605708,0.18770765,0.4063909,0.16099328,0.2948745,0.11841445,0.2233668,0.5327979
LSI,RandomBaseline03,List of public lecture series,Events_50,0.16077042,0.1188947,0.06377682,0.27614775,0.35180372,0.0797739,0.16411798,0.1347842,0.13901305,0.17557509,0.30063257,0.3268525,0.19499111,0.21136971,0.09362942,0.06875258,0.3672791,0.16328351,0.14340866,0.2329299,0.17867303,0.50369096,0.18250048,0.40847588,0.108728655,0.25435644,0.73328114
LSI,RandomBaseline03,Metal Open Air,Events_50,0.39407364,0.13014036,0.12641658,0.3614059,0.14586768,0.7426945,0.5136733,0.23878607,0.24098676,0.4302349,0.16675758,0.27271676,0.22285281,0.27039275,0.41750824,0.17529422,0.24558073,0.26039183,0.26190618,0.13302518,0.23016529,0.5042445,0.19743192,0.16232163,0.2838198,0.22383526,0.16981111
